|        1 | C0278261 | -plasty                                                                                 | 2001-2005  |
|        1 | C1292783 | Adjunctive care                                                                         | 2006-2010  |
|        1 | C0456081 | Adjustment Action                                                                       | 1980-1985  |
|        1 | C0456081 | Adjustment Action                                                                       | 1986-1990  |
|        1 | C0456081 | Adjustment Action                                                                       | 1991-1995  |
|        2 | C0456081 | Adjustment Action                                                                       | 2001-2005  |
|        2 | C0456081 | Adjustment Action                                                                       | 2006-2010  |
|        1 | C0456081 | Adjustment Action                                                                       | 2011-2013  |
|        1 | C0677850 | adjuvant therapy                                                                        | 1986-1990  |
|        1 | C0677850 | adjuvant therapy                                                                        | 1991-1995  |
|        1 | C0677850 | adjuvant therapy                                                                        | 1996-2000  |
|        3 | C0677850 | adjuvant therapy                                                                        | 2001-2005  |
|        5 | C0677850 | adjuvant therapy                                                                        | 2006-2010  |
|        2 | C0001563 | Administration, Oral                                                                    | 1980-1985  |
|        1 | C0001563 | Administration, Oral                                                                    | 1986-1990  |
|        1 | C0001563 | Administration, Oral                                                                    | 1991-1995  |
|        2 | C0001563 | Administration, Oral                                                                    | 1996-2000  |
|        2 | C0001563 | Administration, Oral                                                                    | 2001-2005  |
|        2 | C0001563 | Administration, Oral                                                                    | 2006-2010  |
|        3 | C0184673 | Admit hospital emergency NOS                                                            | 2011-2013  |
|        2 | C0001617 | Adrenal Cortex Hormones                                                                 | 1980-1985  |
|        1 | C0001617 | Adrenal Cortex Hormones                                                                 | 1991-1995  |
|        1 | C0001617 | Adrenal Cortex Hormones                                                                 | 1996-2000  |
|        2 | C0001617 | Adrenal Cortex Hormones                                                                 | 2001-2005  |
|        1 | C0001617 | Adrenal Cortex Hormones                                                                 | 2006-2010  |
|        1 | C0001617 | Adrenal Cortex Hormones                                                                 | 2011-2013  |
|        2 | C0001637 | Adrenergic Agents                                                                       | 1991-1995  |
|        1 | C0001637 | Adrenergic Agents                                                                       | 2011-2013  |
|        3 | C0001648 | Adrenergic Agonists                                                                     | 1986-1990  |
|        1 | C0001648 | Adrenergic Agonists                                                                     | 1996-2000  |
|        1 | C0001648 | Adrenergic Agonists                                                                     | 2006-2010  |
|        1 | C0001641 | Adrenergic alpha-Antagonists                                                            | 1980-1985  |
|        3 | C0001641 | Adrenergic alpha-Antagonists                                                            | 1986-1990  |
|        3 | C0001641 | Adrenergic alpha-Antagonists                                                            | 2001-2005  |
|        3 | C0001641 | Adrenergic alpha-Antagonists                                                            | 2006-2010  |
|        2 | C0001641 | Adrenergic alpha-Antagonists                                                            | 2011-2013  |
|        1 | C0242889 | Adrenergic Antagonists                                                                  | 1986-1990  |
|        6 | C0242889 | Adrenergic Antagonists                                                                  | 1991-1995  |
|        4 | C0242889 | Adrenergic Antagonists                                                                  | 1996-2000  |
|       13 | C0242889 | Adrenergic Antagonists                                                                  | 2001-2005  |
|        4 | C0242889 | Adrenergic Antagonists                                                                  | 2006-2010  |
|        7 | C0242889 | Adrenergic Antagonists                                                                  | 2011-2013  |
|        4 | C0001644 | Adrenergic beta-Agonists                                                                | 1980-1985  |
|        7 | C0001644 | Adrenergic beta-Agonists                                                                | 1986-1990  |
|        1 | C0001644 | Adrenergic beta-Agonists                                                                | 1991-1995  |
|        2 | C0001644 | Adrenergic beta-Agonists                                                                | 1996-2000  |
|        1 | C0001644 | Adrenergic beta-Agonists                                                                | 2006-2010  |
|        2 | C0001644 | Adrenergic beta-Agonists                                                                | 2011-2013  |
|        2 | C0001645 | Adrenergic beta-Antagonists                                                             | 1980-1985  |
|       25 | C0001645 | Adrenergic beta-Antagonists                                                             | 1986-1990  |
|       58 | C0001645 | Adrenergic beta-Antagonists                                                             | 1991-1995  |
|      218 | C0001645 | Adrenergic beta-Antagonists                                                             | 1996-2000  |
|      379 | C0001645 | Adrenergic beta-Antagonists                                                             | 2001-2005  |
|      200 | C0001645 | Adrenergic beta-Antagonists                                                             | 2006-2010  |
|      109 | C0001645 | Adrenergic beta-Antagonists                                                             | 2011-2013  |
|        9 | C0215825 | adrenomedullin                                                                          | 1991-1995  |
|       25 | C0215825 | adrenomedullin                                                                          | 1996-2000  |
|       16 | C0215825 | adrenomedullin                                                                          | 2001-2005  |
|       14 | C0215825 | adrenomedullin                                                                          | 2006-2010  |
|        4 | C0215825 | adrenomedullin                                                                          | 2011-2013  |
|        3 | C0725066 | Advance                                                                                 | 2001-2005  |
|        1 | C0725066 | Advance                                                                                 | 2006-2010  |
|        3 | C0600371 | Advance Care Planning                                                                   | 2011-2013  |
|        3 | C0150600 | Advice                                                                                  | 1996-2000  |
|        6 | C0150600 | Advice                                                                                  | 2001-2005  |
|        7 | C0150600 | Advice                                                                                  | 2006-2010  |
|        7 | C0150600 | Advice                                                                                  | 2011-2013  |
|        1 | C0418857 | Advice on smoking                                                                       | 2006-2010  |
|        1 | C0001758 | Aftercare                                                                               | 2006-2010  |
|        1 | C0521879 | Agonist drug                                                                            | 1980-1985  |
|        1 | C0521879 | Agonist drug                                                                            | 2011-2013  |
|        7 | C0243192 | agonists                                                                                | 1980-1985  |
|       14 | C0243192 | agonists                                                                                | 1986-1990  |
|        9 | C0243192 | agonists                                                                                | 1991-1995  |
|        2 | C0243192 | agonists                                                                                | 1996-2000  |
|        4 | C0243192 | agonists                                                                                | 2001-2005  |
|        7 | C0243192 | agonists                                                                                | 2006-2010  |
|        9 | C0243192 | agonists                                                                                | 2011-2013  |
|        1 | C0150126 | Airway management                                                                       | 2001-2005  |
|        1 | C0051050 | alacepril                                                                               | 1991-1995  |
|        2 | C0051050 | alacepril                                                                               | 2001-2005  |
|        1 | C0051107 | Albunex                                                                                 | 1996-2000  |
|        3 | C0001927 | Albuterol                                                                               | 1980-1985  |
|        2 | C0001927 | Albuterol                                                                               | 1986-1990  |
|        1 | C0051121 | Aldactacine                                                                             | 1980-1985  |
|        2 | C0591054 | Aldactone                                                                               | 1980-1985  |
|        4 | C0002006 | Aldosterone                                                                             | 1980-1985  |
|        1 | C0002006 | Aldosterone                                                                             | 1986-1990  |
|        2 | C0002006 | Aldosterone                                                                             | 1991-1995  |
|       10 | C0002006 | Aldosterone                                                                             | 1996-2000  |
|       17 | C0002006 | Aldosterone                                                                             | 2001-2005  |
|       11 | C0002006 | Aldosterone                                                                             | 2006-2010  |
|        3 | C0002006 | Aldosterone                                                                             | 2011-2013  |
|        1 | C0002007 | Aldosterone Antagonists                                                                 | 1991-1995  |
|        8 | C0002007 | Aldosterone Antagonists                                                                 | 1996-2000  |
|       40 | C0002007 | Aldosterone Antagonists                                                                 | 2001-2005  |
|       34 | C0002007 | Aldosterone Antagonists                                                                 | 2006-2010  |
|       21 | C0002007 | Aldosterone Antagonists                                                                 | 2011-2013  |
|        1 | C1579268 | Aldosterone Receptor Antagonists                                                        | 1996-2000  |
|       24 | C1579268 | Aldosterone Receptor Antagonists                                                        | 2001-2005  |
|        9 | C1579268 | Aldosterone Receptor Antagonists                                                        | 2006-2010  |
|        8 | C1579268 | Aldosterone Receptor Antagonists                                                        | 2011-2013  |
|        1 | C1120110 | aliskiren                                                                               | 2001-2005  |
|        6 | C1120110 | aliskiren                                                                               | 2006-2010  |
|        6 | C1120110 | aliskiren                                                                               | 2011-2013  |
|        1 | C0051190 | allapinin                                                                               | 1986-1990  |
|        3 | C0150135 | Alleviating anxiety                                                                     | 2011-2013  |
|        1 | C0149615 | Allogeneic bone marrow transplantation                                                  | 1986-1990  |
|        1 | C0522536 | Allografting                                                                            | 1996-2000  |
|        2 | C0002144 | Allopurinol                                                                             | 1991-1995  |
|        1 | C0002144 | Allopurinol                                                                             | 1996-2000  |
|        3 | C0002144 | Allopurinol                                                                             | 2001-2005  |
|        8 | C0002144 | Allopurinol                                                                             | 2006-2010  |
|        9 | C0002144 | Allopurinol                                                                             | 2011-2013  |
|        1 | C0969677 | alpha Tocopherol                                                                        | 2006-2010  |
|        1 | C0102586 | alpha-atrial natriuretic peptide, human                                                 | 2001-2005  |
|        5 | C0002302 | alpha-Melanocyte stimulating hormone                                                    | 2006-2010  |
|        1 | C0051427 | alpha-Methyltyrosine                                                                    | 1986-1990  |
|        1 | C0245653 | alpha-trinositol                                                                        | 1991-1995  |
|        1 | C0002335 | Alprostadil                                                                             | 1980-1985  |
|        2 | C0002335 | Alprostadil                                                                             | 1986-1990  |
|        3 | C0002335 | Alprostadil                                                                             | 1991-1995  |
|       12 | C0002335 | Alprostadil                                                                             | 1996-2000  |
|        1 | C0002335 | Alprostadil                                                                             | 2001-2005  |
|        1 | C0002335 | Alprostadil                                                                             | 2011-2013  |
|        1 | C0032143 | Alteplase                                                                               | 1991-1995  |
|        2 | C0032143 | Alteplase                                                                               | 2006-2010  |
|        3 | C0949216 | Alternative Therapies                                                                   | 1991-1995  |
|        4 | C0949216 | Alternative Therapies                                                                   | 1996-2000  |
|        4 | C0949216 | Alternative Therapies                                                                   | 2001-2005  |
|        4 | C0949216 | Alternative Therapies                                                                   | 2006-2010  |
|        4 | C0949216 | Alternative Therapies                                                                   | 2011-2013  |
|        1 | C0002423 | ambulatory care services                                                                | 1996-2000  |
|        1 | C0002423 | ambulatory care services                                                                | 2001-2005  |
|        1 | C0002502 | Amiloride                                                                               | 1980-1985  |
|        8 | C0002502 | Amiloride                                                                               | 1986-1990  |
|        1 | C0002502 | Amiloride                                                                               | 1991-1995  |
|        1 | C0002502 | Amiloride                                                                               | 2011-2013  |
|        2 | C0002509 | Amines, Sympathomimetic                                                                 | 1980-1985  |
|        2 | C0002509 | Amines, Sympathomimetic                                                                 | 1986-1990  |
|        1 | C0002509 | Amines, Sympathomimetic                                                                 | 1996-2000  |
|        1 | C0556082 | Amino acid supplement                                                                   | 2001-2005  |
|        1 | C0002520 | Amino Acids                                                                             | 2006-2010  |
|        1 | C0754710 | Amino-terminal pro-brain natriuretic peptide                                            | 2001-2005  |
|        1 | C0754710 | Amino-terminal pro-brain natriuretic peptide                                            | 2006-2010  |
|        2 | C0754710 | Amino-terminal pro-brain natriuretic peptide                                            | 2011-2013  |
|        1 | C0002575 | Aminophylline                                                                           | 1980-1985  |
|        1 | C0002575 | Aminophylline                                                                           | 1986-1990  |
|        1 | C0002575 | Aminophylline                                                                           | 2006-2010  |
|        2 | C0002598 | Amiodarone                                                                              | 1980-1985  |
|        1 | C0002598 | Amiodarone                                                                              | 1986-1990  |
|       24 | C0002598 | Amiodarone                                                                              | 1991-1995  |
|       42 | C0002598 | Amiodarone                                                                              | 1996-2000  |
|       22 | C0002598 | Amiodarone                                                                              | 2001-2005  |
|       13 | C0002598 | Amiodarone                                                                              | 2006-2010  |
|       14 | C0002598 | Amiodarone                                                                              | 2011-2013  |
|        4 | C0051696 | Amlodipine                                                                              | 1991-1995  |
|       15 | C0051696 | Amlodipine                                                                              | 1996-2000  |
|        5 | C0051696 | Amlodipine                                                                              | 2001-2005  |
|        2 | C0051696 | Amlodipine                                                                              | 2006-2010  |
|        2 | C0051696 | Amlodipine                                                                              | 2011-2013  |
|        1 | C0354468 | Amlodipine Besylate                                                                     | 2006-2010  |
|        1 | C0002658 | Amphetamine                                                                             | 1996-2000  |
|        1 | C0002658 | Amphetamine                                                                             | 2011-2013  |
|        1 | C0002688 | Amputation                                                                              | 2001-2005  |
|        1 | C0245109 | anakinra                                                                                | 1996-2000  |
|        1 | C0002769 | Analgesia, Epidural                                                                     | 2006-2010  |
|        1 | C0002771 | Analgesics                                                                              | 2011-2013  |
|        1 | C0243071 | Analog                                                                                  | 1980-1985  |
|        1 | C0243071 | Analog                                                                                  | 1991-1995  |
|        1 | C0243071 | Analog                                                                                  | 1996-2000  |
|        1 | C0243071 | Analog                                                                                  | 2011-2013  |
|        1 | C0179038 | Analyzer                                                                                | 2006-2010  |
|        1 | C0700773 | Anaprilin                                                                               | 1991-1995  |
|        1 | C0190763 | Anastomosis of vena cava to pulmonary artery                                            | 1986-1990  |
|        1 | C0279493 | Androgen therapy                                                                        | 2001-2005  |
|        1 | C0279493 | Androgen therapy                                                                        | 2011-2013  |
|        1 | C0002844 | Androgens                                                                               | 2001-2005  |
|        1 | C0002903 | Anesthesia procedures                                                                   | 1986-1990  |
|        1 | C0002903 | Anesthesia procedures                                                                   | 2001-2005  |
|        1 | C0002913 | Anesthesia, Epidural                                                                    | 1996-2000  |
|        1 | C0002913 | Anesthesia, Epidural                                                                    | 2006-2010  |
|        2 | C0002932 | Anesthetics                                                                             | 1980-1985  |
|        2 | C0002932 | Anesthetics                                                                             | 2001-2005  |
|        1 | C0002932 | Anesthetics                                                                             | 2006-2010  |
|        1 | C0002932 | Anesthetics                                                                             | 2011-2013  |
|        1 | C0189598 | Aneurysmectomy                                                                          | 2006-2010  |
|        1 | C0162577 | Angioplasty                                                                             | 1996-2000  |
|        7 | C0162577 | Angioplasty                                                                             | 2001-2005  |
|        2 | C0162577 | Angioplasty                                                                             | 2006-2010  |
|        1 | C0002996 | Angioplasty, Balloon                                                                    | 1991-1995  |
|        2 | C0002996 | Angioplasty, Balloon                                                                    | 2001-2005  |
|        2 | C0002996 | Angioplasty, Balloon                                                                    | 2006-2010  |
|        1 | C0002997 | Angioplasty, Transluminal, Percutaneous Coronary                                        | 1991-1995  |
|        1 | C0540511 | Angiopoietin-2                                                                          | 2011-2013  |
|        9 | C1444755 | Angiotensin converting enzyme inhibitor therapy                                         | 1991-1995  |
|       13 | C1444755 | Angiotensin converting enzyme inhibitor therapy                                         | 1996-2000  |
|       13 | C1444755 | Angiotensin converting enzyme inhibitor therapy                                         | 2001-2005  |
|        4 | C1444755 | Angiotensin converting enzyme inhibitor therapy                                         | 2006-2010  |
|        1 | C1444755 | Angiotensin converting enzyme inhibitor therapy                                         | 2011-2013  |
|        1 | C0003009 | Angiotensin II                                                                          | 1980-1985  |
|        5 | C0003009 | Angiotensin II                                                                          | 1986-1990  |
|       10 | C0003009 | Angiotensin II                                                                          | 1991-1995  |
|       16 | C0003009 | Angiotensin II                                                                          | 1996-2000  |
|       17 | C0003009 | Angiotensin II                                                                          | 2001-2005  |
|       10 | C0003009 | Angiotensin II                                                                          | 2006-2010  |
|        6 | C0003009 | Angiotensin II                                                                          | 2011-2013  |
|        9 | C0521942 | Angiotensin II receptor antagonist                                                      | 1991-1995  |
|       11 | C0521942 | Angiotensin II receptor antagonist                                                      | 1996-2000  |
|       18 | C0521942 | Angiotensin II receptor antagonist                                                      | 2001-2005  |
|        2 | C0521942 | Angiotensin II receptor antagonist                                                      | 2006-2010  |
|        2 | C1449680 | Angiotensin II Type 1 Receptor Blockers                                                 | 1991-1995  |
|       10 | C1449680 | Angiotensin II Type 1 Receptor Blockers                                                 | 1996-2000  |
|        5 | C1449680 | Angiotensin II Type 1 Receptor Blockers                                                 | 2001-2005  |
|        5 | C1449680 | Angiotensin II Type 1 Receptor Blockers                                                 | 2006-2010  |
|        4 | C1449680 | Angiotensin II Type 1 Receptor Blockers                                                 | 2011-2013  |
|        6 | C0815017 | Angiotensin Receptor Antagonists                                                        | 1996-2000  |
|        8 | C0815017 | Angiotensin Receptor Antagonists                                                        | 2001-2005  |
|        2 | C0815017 | Angiotensin Receptor Antagonists                                                        | 2006-2010  |
|        3 | C0815017 | Angiotensin Receptor Antagonists                                                        | 2011-2013  |
|       16 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 1980-1985  |
|      116 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 1986-1990  |
|      232 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 1991-1995  |
|      344 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 1996-2000  |
|      352 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 2001-2005  |
|      162 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 2006-2010  |
|       47 | C0003015 | Angiotensin-Converting Enzyme Inhibitors                                                | 2011-2013  |
|        1 | C0003018 | Angiotensins                                                                            | 1980-1985  |
|        1 | C0003018 | Angiotensins                                                                            | 1991-1995  |
|        4 | C0003018 | Angiotensins                                                                            | 1996-2000  |
|        4 | C0003018 | Angiotensins                                                                            | 2001-2005  |
|        2 | C0003018 | Angiotensins                                                                            | 2006-2010  |
|        2 | C0003018 | Angiotensins                                                                            | 2011-2013  |
|        2 | C0190165 | Annuloplasty                                                                            | 2001-2005  |
|        1 | C0190165 | Annuloplasty                                                                            | 2006-2010  |
|        7 | C0190165 | Annuloplasty                                                                            | 2011-2013  |
|        1 | C0243076 | antagonists                                                                             | 2011-2013  |
|        2 | C0040616 | Anti-Anxiety Agents                                                                     | 2001-2005  |
|        1 | C0040616 | Anti-Anxiety Agents                                                                     | 2006-2010  |
|        1 | C0040616 | Anti-Anxiety Agents                                                                     | 2011-2013  |
|       12 | C0003195 | Anti-Arrhythmia Agents                                                                  | 1986-1990  |
|        8 | C0003195 | Anti-Arrhythmia Agents                                                                  | 1991-1995  |
|       14 | C0003195 | Anti-Arrhythmia Agents                                                                  | 1996-2000  |
|        9 | C0003195 | Anti-Arrhythmia Agents                                                                  | 2001-2005  |
|        7 | C0003195 | Anti-Arrhythmia Agents                                                                  | 2006-2010  |
|        3 | C0003195 | Anti-Arrhythmia Agents                                                                  | 2011-2013  |
|        2 | C0281178 | anti-cytokine therapy                                                                   | 2001-2005  |
|        2 | C0003209 | Anti-Inflammatory Agents                                                                | 2011-2013  |
|        1 | C0003211 | Anti-Inflammatory Agents, Non-Steroidal                                                 | 1986-1990  |
|        5 | C0003211 | Anti-Inflammatory Agents, Non-Steroidal                                                 | 2001-2005  |
|        3 | C0003211 | Anti-Inflammatory Agents, Non-Steroidal                                                 | 2006-2010  |
|        2 | C0003211 | Anti-Inflammatory Agents, Non-Steroidal                                                 | 2011-2013  |
|        1 | C0376607 | Anti-Obesity Agents                                                                     | 2006-2010  |
|        1 | C0281481 | anti-tumor necrosis factor therapy                                                      | 1996-2000  |
|        5 | C0281481 | anti-tumor necrosis factor therapy                                                      | 2006-2010  |
|        1 | C0281481 | anti-tumor necrosis factor therapy                                                      | 2011-2013  |
|        2 | C0051989 | antiarrhythmic peptide                                                                  | 1986-1990  |
|        1 | C0051989 | antiarrhythmic peptide                                                                  | 1996-2000  |
|        1 | C0282638 | Antibiotic Prophylaxis                                                                  | 1996-2000  |
|        1 | C0338237 | Antibiotic therapy                                                                      | 1980-1985  |
|        1 | C0003232 | Antibiotics                                                                             | 1996-2000  |
|        4 | C0003232 | Antibiotics                                                                             | 2001-2005  |
|        1 | C0003232 | Antibiotics                                                                             | 2006-2010  |
|        2 | C0003232 | Antibiotics                                                                             | 2011-2013  |
|        1 | C0281176 | antibody therapy                                                                        | 2001-2005  |
|        1 | C0354764 | Anticholinergic bronchodilators                                                         | 2011-2013  |
|        2 | C0150457 | Anticoagulant therapy                                                                   | 1991-1995  |
|        3 | C0150457 | Anticoagulant therapy                                                                   | 1996-2000  |
|        5 | C0150457 | Anticoagulant therapy                                                                   | 2001-2005  |
|        4 | C0150457 | Anticoagulant therapy                                                                   | 2006-2010  |
|        4 | C0150457 | Anticoagulant therapy                                                                   | 2011-2013  |
|        3 | C0003280 | Anticoagulants                                                                          | 1991-1995  |
|        2 | C0003280 | Anticoagulants                                                                          | 1996-2000  |
|        2 | C0003280 | Anticoagulants                                                                          | 2001-2005  |
|        3 | C0003280 | Anticoagulants                                                                          | 2006-2010  |
|        2 | C0003280 | Anticoagulants                                                                          | 2011-2013  |
|        1 | C0003281 | anticoagulation                                                                         | 1986-1990  |
|        4 | C0003281 | anticoagulation                                                                         | 1991-1995  |
|        3 | C0003281 | anticoagulation                                                                         | 1996-2000  |
|       15 | C0003281 | anticoagulation                                                                         | 2001-2005  |
|       15 | C0003281 | anticoagulation                                                                         | 2006-2010  |
|       11 | C0003281 | anticoagulation                                                                         | 2011-2013  |
|        1 | C1096649 | Antidepressant therapy                                                                  | 2011-2013  |
|        1 | C0003289 | Antidepressive Agents                                                                   | 1986-1990  |
|        1 | C0003289 | Antidepressive Agents                                                                   | 2001-2005  |
|        3 | C0003289 | Antidepressive Agents                                                                   | 2006-2010  |
|        5 | C0003289 | Antidepressive Agents                                                                   | 2011-2013  |
|        6 | C0935929 | Antidiabetics                                                                           | 2006-2010  |
|        2 | C0935929 | Antidiabetics                                                                           | 2011-2013  |
